schema_name,table_name,row_json
public,equipment_catalog,"{""id"":""5690d2a8-437f-4936-b166-ed084cd14aa1"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Rozdělovač topných okruhů"",""purchase_price"":null,""equipment_type_id"":""f96f70a4-6e61-4e04-b359-ec7da1758c46"",""default_description"":""Rozdělovač podlahového topení"",""default_lifespan_months"":240,""default_revision_interval"":24}"
public,equipment_catalog,"{""id"":""baf4fed4-65ec-432a-9e55-40b2c776778d"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Plynový kotel"",""purchase_price"":null,""equipment_type_id"":""1b2f0fe4-a9a1-4010-8302-d55292d69053"",""default_description"":""Plynový kondenzační kotel"",""default_lifespan_months"":180,""default_revision_interval"":12}"
public,equipment_catalog,"{""id"":""eb727b72-a475-4162-810b-703fdc3efb9b"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Elektrokotel"",""purchase_price"":null,""equipment_type_id"":""1b2f0fe4-a9a1-4010-8302-d55292d69053"",""default_description"":""Elektrický topný kotel"",""default_lifespan_months"":180,""default_revision_interval"":24}"
public,equipment_catalog,"{""id"":""6a3dc0ed-f370-4d35-833f-fdc260071758"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Kotel na tuhá paliva"",""purchase_price"":null,""equipment_type_id"":""1b2f0fe4-a9a1-4010-8302-d55292d69053"",""default_description"":""Kotel na uhlí/dřevo"",""default_lifespan_months"":240,""default_revision_interval"":12}"
public,equipment_catalog,"{""id"":""d8d9ab36-a0c6-42b2-9063-fedcafd68304"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Kotel na pelety"",""purchase_price"":null,""equipment_type_id"":""1b2f0fe4-a9a1-4010-8302-d55292d69053"",""default_description"":""Automatický kotel na pelety"",""default_lifespan_months"":180,""default_revision_interval"":12}"
public,equipment_catalog,"{""id"":""f36e32c7-5821-4a85-8a30-0eb42dfd8730"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Tepelné čerpadlo (vzduch–vzduch)"",""purchase_price"":null,""equipment_type_id"":""1b2f0fe4-a9a1-4010-8302-d55292d69053"",""default_description"":""Tepelné čerpadlo split"",""default_lifespan_months"":180,""default_revision_interval"":24}"
public,equipment_catalog,"{""id"":""523c8c2c-6bce-4e6f-b1a6-e03d7670e613"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Tepelné čerpadlo (země–voda)"",""purchase_price"":null,""equipment_type_id"":""1b2f0fe4-a9a1-4010-8302-d55292d69053"",""default_description"":""Tepelné čerpadlo se zemními sondami"",""default_lifespan_months"":240,""default_revision_interval"":24}"
public,equipment_catalog,"{""id"":""14703b94-c320-41a9-a823-731bf3ac9b76"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Akumulační nádrž"",""purchase_price"":null,""equipment_type_id"":""1b2f0fe4-a9a1-4010-8302-d55292d69053"",""default_description"":""Zásobník teplé vody pro vytápění"",""default_lifespan_months"":240,""default_revision_interval"":24}"
public,equipment_catalog,"{""id"":""88fa35f4-7d6d-47af-9213-08bd0100dd68"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Zásobník TUV"",""purchase_price"":null,""equipment_type_id"":""1b2f0fe4-a9a1-4010-8302-d55292d69053"",""default_description"":""Bojler teplé užitkové vody"",""default_lifespan_months"":180,""default_revision_interval"":24}"
public,equipment_catalog,"{""id"":""3920f75f-a0e6-494e-83bf-a053495fb98c"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""a6b7514f-bbfa-4a03-af4c-1eb38bde1680"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Průtokový ohřívač"",""purchase_price"":null,""equipment_type_id"":""1b2f0fe4-a9a1-4010-8302-d55292d69053"",""default_description"":""Průtokový ohřívač vody"",""default_lifespan_months"":120,""default_revision_interval"":null}"
public,equipment_catalog,"{""id"":""abbb2a58-d47d-4a54-9aa4-968ddbf54a05"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""a6b7514f-bbfa-4a03-af4c-1eb38bde1680"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Elektrický bojler"",""purchase_price"":null,""equipment_type_id"":""1b2f0fe4-a9a1-4010-8302-d55292d69053"",""default_description"":""Zásobníkový ohřívač 50-200L"",""default_lifespan_months"":120,""default_revision_interval"":null}"
public,equipment_catalog,"{""id"":""94b04ca8-1ced-4741-87dc-0484f042ee4a"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":null,""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Solární kolektory"",""purchase_price"":null,""equipment_type_id"":""1b2f0fe4-a9a1-4010-8302-d55292d69053"",""default_description"":""Solární panely na TUV"",""default_lifespan_months"":300,""default_revision_interval"":24}"
public,equipment_catalog,"{""id"":""7d191e7a-7db5-4092-947d-7aeafae4639d"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Expanzní nádoba"",""purchase_price"":null,""equipment_type_id"":""1b2f0fe4-a9a1-4010-8302-d55292d69053"",""default_description"":""Expanze otopné soustavy"",""default_lifespan_months"":120,""default_revision_interval"":24}"
public,equipment_catalog,"{""id"":""d0de9e9d-d200-428c-838a-c12409acfe14"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Oběhové čerpadlo"",""purchase_price"":null,""equipment_type_id"":""1b2f0fe4-a9a1-4010-8302-d55292d69053"",""default_description"":""Čerpadlo otopné soustavy"",""default_lifespan_months"":120,""default_revision_interval"":24}"
public,equipment_catalog,"{""id"":""dc656673-8e6f-4310-848a-d880b69de0f3"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":null,""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Klimatizace – split"",""purchase_price"":null,""equipment_type_id"":""7ac0e31f-d039-4946-a30b-b42f9675f3ff"",""default_description"":""Klimatizace 1 venkovní + 1 vnitřní"",""default_lifespan_months"":120,""default_revision_interval"":12}"
public,equipment_catalog,"{""id"":""b4a77d9e-48f6-4c28-b424-a918a06bde7f"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":null,""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Klimatizace – multisplit"",""purchase_price"":null,""equipment_type_id"":""7ac0e31f-d039-4946-a30b-b42f9675f3ff"",""default_description"":""Klimatizace 1 venkovní + více vnitřních"",""default_lifespan_months"":120,""default_revision_interval"":12}"
public,equipment_catalog,"{""id"":""c0922304-e734-446d-ba3d-3ed66c8ac104"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Klimatizace – VRV / VRF"",""purchase_price"":null,""equipment_type_id"":""7ac0e31f-d039-4946-a30b-b42f9675f3ff"",""default_description"":""Centrální klimatizační systém"",""default_lifespan_months"":180,""default_revision_interval"":12}"
public,equipment_catalog,"{""id"":""dd533878-2281-41b9-b15c-08a29f55a0c8"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":null,""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Vnitřní jednotka klimatizace"",""purchase_price"":null,""equipment_type_id"":""7ac0e31f-d039-4946-a30b-b42f9675f3ff"",""default_description"":""Nástěnná/kazetová jednotka"",""default_lifespan_months"":120,""default_revision_interval"":12}"
public,equipment_catalog,"{""id"":""f3a248a5-aeb9-45de-95eb-84f9b37b0a3e"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":null,""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Venkovní jednotka klimatizace"",""purchase_price"":null,""equipment_type_id"":""7ac0e31f-d039-4946-a30b-b42f9675f3ff"",""default_description"":""Kompresorová jednotka"",""default_lifespan_months"":120,""default_revision_interval"":12}"
public,equipment_catalog,"{""id"":""c5f285a2-2634-48e3-86be-85fdee8eb7c0"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Rekuperační jednotka"",""purchase_price"":null,""equipment_type_id"":""7ac0e31f-d039-4946-a30b-b42f9675f3ff"",""default_description"":""Rekuperace s vratným vzduchem"",""default_lifespan_months"":180,""default_revision_interval"":12}"
public,equipment_catalog,"{""id"":""92aa5e4c-8baa-40df-824e-520675d1fcf4"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""ed363a6e-406b-4163-aea5-c0e76e70f5c9"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Centrální vzduchotechnika"",""purchase_price"":null,""equipment_type_id"":""7ac0e31f-d039-4946-a30b-b42f9675f3ff"",""default_description"":""VZT systém celé budovy"",""default_lifespan_months"":240,""default_revision_interval"":12}"
public,equipment_catalog,"{""id"":""68e02f71-97a4-466c-9d42-427379503e17"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":null,""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Lokální rekuperační jednotka"",""purchase_price"":null,""equipment_type_id"":""7ac0e31f-d039-4946-a30b-b42f9675f3ff"",""default_description"":""Rekuperace pro jednu místnost"",""default_lifespan_months"":120,""default_revision_interval"":12}"
public,equipment_catalog,"{""id"":""676eeef4-d8b8-4bbf-b44e-9628e6691ca6"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""928d44b4-96ef-4f02-803a-3a6961e7b5d0"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Digestoř (odtahová)"",""purchase_price"":null,""equipment_type_id"":""7ac0e31f-d039-4946-a30b-b42f9675f3ff"",""default_description"":""Kuchyňský odsavač par s odvodem"",""default_lifespan_months"":120,""default_revision_interval"":null}"
public,equipment_catalog,"{""id"":""422f49ab-de1b-4b21-8f81-581972cba5a3"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""928d44b4-96ef-4f02-803a-3a6961e7b5d0"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Digestoř (recirkulační)"",""purchase_price"":null,""equipment_type_id"":""7ac0e31f-d039-4946-a30b-b42f9675f3ff"",""default_description"":""Kuchyňský odsavač s filtry"",""default_lifespan_months"":120,""default_revision_interval"":null}"
public,equipment_catalog,"{""id"":""5a2616a0-14f7-4880-8609-ccfda0d00fbd"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""a6b7514f-bbfa-4a03-af4c-1eb38bde1680"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""Ventilátor koupelny / WC"",""purchase_price"":null,""equipment_type_id"":""7ac0e31f-d039-4946-a30b-b42f9675f3ff"",""default_description"":""Odtah vzduchu z koupelny"",""default_lifespan_months"":120,""default_revision_interval"":null}"
public,equipment_catalog,"{""id"":""0bc2c7ae-3fda-4b4c-a7b7-4f56a32e2641"",""active"":true,""created_at"":""2026-02-01T15:08:32.862709+00:00"",""updated_at"":""2026-02-01T15:08:32.862709+00:00"",""is_archived"":false,""room_type_id"":""e76c2bd5-dc61-4584-af69-a7363474e525"",""default_state"":""good"",""origin_module"":""040-nemovitost"",""purchase_date"":null,""equipment_name"":""WC"",""purchase_price"":null,""equipment_type_id"":""eeb16fd1-b923-4af9-8aa8-995700a0ba7d"",""default_description"":""Záchodová mísa"",""default_lifespan_months"":300,""default_revision_interval"":null}"
public,equipment_types,"{""code"":""zahrada"",""icon"":""🌳"",""name"":""Zahrada"",""color"":""#27AE60"",""active"":true,""created_at"":""2026-01-18T09:36:48.037977+00:00"",""updated_at"":""2026-01-18T09:36:48.037977+00:00"",""description"":""Zahradní nábytek, nástroje"",""order_index"":80}"
public,equipment_types,"{""code"":""jine"",""icon"":""📦"",""name"":""Jiné"",""color"":""#95A5A6"",""active"":true,""created_at"":""2026-01-18T09:36:48.037977+00:00"",""updated_at"":""2026-01-18T09:36:48.037977+00:00"",""description"":""Ostatní vybavení"",""order_index"":90}"
public,equipment_types,"{""code"":""nabytek"",""icon"":""🛋️"",""name"":""Nábytek"",""color"":""#8E44AD"",""active"":true,""created_at"":""2026-01-18T09:36:48.037977+00:00"",""updated_at"":""2026-01-18T09:36:48.037977+00:00"",""description"":""Stoly, židle, skříně, postele"",""order_index"":20}"
public,equipment_types,"{""code"":""koupelna"",""icon"":""🚿"",""name"":""Koupelna"",""color"":""#3498DB"",""active"":true,""created_at"":""2026-01-18T09:36:48.037977+00:00"",""updated_at"":""2026-01-18T09:36:48.037977+00:00"",""description"":""Vybavení koupelny a WC"",""order_index"":30}"
public,equipment_types,"{""code"":""kuchyne"",""icon"":""🍳"",""name"":""Kuchyně"",""color"":""#E67E22"",""active"":true,""created_at"":""2026-01-18T09:36:48.037977+00:00"",""updated_at"":""2026-01-18T09:36:48.037977+00:00"",""description"":""Kuchyňské vybavení a nádobí"",""order_index"":40}"
public,equipment_types,"{""code"":""spotrebice"",""icon"":""🔌"",""name"":""Spotřebiče"",""color"":""#E74C3C"",""active"":true,""created_at"":""2026-01-18T09:36:48.037977+00:00"",""updated_at"":""2026-01-18T09:36:48.037977+00:00"",""description"":""Elektronika a domácí spotřebiče"",""order_index"":10}"
public,equipment_types,"{""code"":""vytapeni"",""icon"":""🔥"",""name"":""Vytápění"",""color"":""#C0392B"",""active"":true,""created_at"":""2026-01-18T09:36:48.037977+00:00"",""updated_at"":""2026-01-18T09:36:48.037977+00:00"",""description"":""Kotle, radiátory, klimatizace"",""order_index"":50}"
public,equipment_types,"{""code"":""technika"",""icon"":""📱"",""name"":""Technika"",""color"":""#2C3E50"",""active"":true,""created_at"":""2026-01-18T09:36:48.037977+00:00"",""updated_at"":""2026-01-18T09:36:48.037977+00:00"",""description"":""IT, zabezpečení, videotelefon"",""order_index"":60}"
public,equipment_types,"{""code"":""osvetleni"",""icon"":""💡"",""name"":""Osvětlení"",""color"":""#F39C12"",""active"":true,""created_at"":""2026-01-18T09:36:48.037977+00:00"",""updated_at"":""2026-01-18T09:36:48.037977+00:00"",""description"":""Světla, lustry, lampy"",""order_index"":70}"
public,generic_types,"{""id"":""5b3a5c6e-aec9-4686-af2b-6d11a551f2bc"",""code"":""firma"",""icon"":""office-building"",""name"":""Firma"",""color"":""#A564AD"",""active"":true,""category"":""subject_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":3}"
public,generic_types,"{""id"":""0764a790-12e8-401f-9a5b-dfee5bc965ea"",""code"":""statni"",""icon"":""bank"",""name"":""Státní instituce"",""color"":""#1E8449"",""active"":true,""category"":""subject_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":6}"
public,generic_types,"{""id"":""4feb9acd-89ec-45bc-b117-f3b81a82a1c3"",""code"":""zastupce"",""icon"":""link"",""name"":""Zástupce jiného subjektu"",""color"":""#E05570"",""active"":true,""category"":""subject_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":5}"
public,generic_types,"{""id"":""dad9fe14-8f23-4c2b-a88a-011f5d037d8b"",""code"":""spolek"",""icon"":""users"",""name"":""Spolek / SVJ"",""color"":""#95AA56"",""active"":true,""category"":""subject_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":4}"
public,generic_types,"{""id"":""69642a59-abf4-4c3d-aea3-cb62ddf18912"",""code"":""rodinny_dum"",""icon"":""home"",""name"":""Rodinný dům"",""color"":""#A564AD"",""active"":true,""category"":""property_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":1}"
public,generic_types,"{""id"":""d54c05e5-f8fc-4d06-9ec5-b2ef36c01dca"",""code"":""jiny_objekt"",""icon"":""grid"",""name"":""Jiný objekt"",""color"":""#D7CCC8"",""active"":true,""category"":""property_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":5}"
public,generic_types,"{""id"":""1e60cfc8-001a-44ba-9d90-c9dbe784b7b5"",""code"":""prumyslovy_objekt"",""icon"":""warehouse"",""name"":""Průmyslový objekt"",""color"":""#1ABC9C"",""active"":true,""category"":""property_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":3}"
public,generic_types,"{""id"":""ccf37a92-6807-4701-8132-9891e7e4671a"",""code"":""bytovy_dum"",""icon"":""building"",""name"":""Bytový dům"",""color"":""#3498DB"",""active"":true,""category"":""property_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":2}"
public,generic_types,"{""id"":""c9e43cea-0ec2-447d-9683-ce9b4c15f2b8"",""code"":""pozemek"",""icon"":""map"",""name"":""Pozemek"",""color"":""#935116"",""active"":true,""category"":""property_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":6}"
public,generic_types,"{""id"":""39d8f112-12be-454f-bc8b-4842588f0b83"",""code"":""puda"",""icon"":null,""name"":""Půda"",""color"":""#935116"",""active"":true,""category"":""unit_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":7}"
public,generic_types,"{""id"":""a59e0968-eb5c-4769-858a-90245286dfb9"",""code"":""sklep"",""icon"":""archive"",""name"":""Sklep"",""color"":""#566573"",""active"":true,""category"":""unit_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":6}"
public,generic_types,"{""id"":""d3c098bc-8df7-4874-817a-5e25d186e4a8"",""code"":""sklad"",""icon"":""warehouse"",""name"":""Sklad"",""color"":""#E74C3C"",""active"":true,""category"":""unit_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":4}"
public,generic_types,"{""id"":""14ab4040-9c39-408a-81b3-d8c5d4db49ee"",""code"":""zahrada"",""icon"":null,""name"":""Zahrada"",""color"":""#1E8449"",""active"":true,""category"":""unit_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":8}"
public,generic_types,"{""id"":""e3a2454b-5e67-42a6-b4de-ef85a0a5047f"",""code"":""jina_jednotka"",""icon"":""grid"",""name"":""Jiná jednotka"",""color"":""#F9F635"",""active"":true,""category"":""unit_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":9}"
public,generic_types,"{""id"":""003fdd9e-c73a-4387-bf97-f451efa6fe3e"",""code"":""garaz"",""icon"":""car"",""name"":""Garáž - Parking"",""color"":""#95AA56"",""active"":true,""category"":""unit_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":5}"
public,generic_types,"{""id"":""19fce34e-802d-4697-9ff7-1b747b3fde8d"",""code"":""admin_budova"",""icon"":""bank"",""name"":""Admin. budova"",""color"":""#F5B041"",""active"":true,""category"":""property_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":4}"
public,generic_types,"{""id"":""3ace0040-23fa-44d7-b14d-f1887dda6ace"",""code"":""1+kk"",""icon"":""🏠"",""name"":""1+kk"",""color"":""#3b82f6"",""active"":true,""category"":""unit_dispositions"",""created_at"":""2026-01-25T20:15:18.958827+00:00"",""updated_at"":""2026-01-25T20:15:18.958827+00:00"",""description"":null,""order_index"":10}"
public,generic_types,"{""id"":""99048159-c157-4e0d-91f6-8eecbbf28d87"",""code"":""1+1"",""icon"":""🏠"",""name"":""1+1"",""color"":""#3b82f6"",""active"":true,""category"":""unit_dispositions"",""created_at"":""2026-01-25T20:15:18.958827+00:00"",""updated_at"":""2026-01-25T20:15:18.958827+00:00"",""description"":null,""order_index"":20}"
public,generic_types,"{""id"":""2709aca0-373c-4916-9619-d27e0e2e2942"",""code"":""byt"",""icon"":""home"",""name"":""Byt"",""color"":""#3498DB"",""active"":true,""category"":""unit_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-01-19T08:01:30.492351+00:00"",""description"":null,""order_index"":1}"
public,generic_types,"{""id"":""67b46a2d-0923-4119-b7f4-cf36e17b9d77"",""code"":""2+kk"",""icon"":""🏡"",""name"":""2+kk"",""color"":""#10b981"",""active"":true,""category"":""unit_dispositions"",""created_at"":""2026-01-25T20:15:18.958827+00:00"",""updated_at"":""2026-01-25T20:15:18.958827+00:00"",""description"":null,""order_index"":30}"
public,generic_types,"{""id"":""139c1fe6-60e0-4f1e-a8a7-f3839e1185cb"",""code"":""2+1"",""icon"":""🏡"",""name"":""2+1"",""color"":""#10b981"",""active"":true,""category"":""unit_dispositions"",""created_at"":""2026-01-25T20:15:18.958827+00:00"",""updated_at"":""2026-01-25T20:15:18.958827+00:00"",""description"":null,""order_index"":40}"
public,generic_types,"{""id"":""51f3d6d0-c5d7-4652-896b-220c8d6aa6b9"",""code"":""3+kk"",""icon"":""🏘️"",""name"":""3+kk"",""color"":""#f59e0b"",""active"":true,""category"":""unit_dispositions"",""created_at"":""2026-01-25T20:15:18.958827+00:00"",""updated_at"":""2026-01-25T20:15:18.958827+00:00"",""description"":null,""order_index"":50}"
public,generic_types,"{""id"":""c5cdb014-f613-4a1d-81f7-0fb6f215c4fc"",""code"":""3+1"",""icon"":""🏘️"",""name"":""3+1"",""color"":""#f59e0b"",""active"":true,""category"":""unit_dispositions"",""created_at"":""2026-01-25T20:15:18.958827+00:00"",""updated_at"":""2026-01-25T20:15:18.958827+00:00"",""description"":null,""order_index"":60}"
public,generic_types,"{""id"":""c81091ad-1cf1-4e37-84d0-699d215cf971"",""code"":""4+kk"",""icon"":""🏢"",""name"":""4+kk"",""color"":""#ef4444"",""active"":true,""category"":""unit_dispositions"",""created_at"":""2026-01-25T20:15:18.958827+00:00"",""updated_at"":""2026-01-25T20:15:18.958827+00:00"",""description"":null,""order_index"":70}"
public,generic_types,"{""id"":""a9abfd5f-06e7-4d74-a6e0-c5cad3fb8df9"",""code"":""zahrada"",""icon"":""leaf"",""name"":""Zahradní vybavení"",""color"":""#27AE60"",""active"":true,""category"":""equipment_types"",""created_at"":""2026-01-19T08:01:30.492351+00:00"",""updated_at"":""2026-02-01T20:49:51.07+00:00"",""description"":""Zahradní nábytek, nástroje, sekačky"",""order_index"":80}"
